"symbol","close","close2"
"PH",302.059997558594,433.179992675781
"FCX",37.0800018310547,37.3199996948242
"TDG",578.049987792969,962.869995117188
"MAR",147.559997558594,202.699996948242
"MSI",253.179992675781,322.869995117188
"TT",186.649993896484,225.410003662109
"HCA",225.589996337891,250.479995727539
"AJG",162.899993896484,249
"EMR",87.8399963378906,88.9000015258789
"PXD",178.320007324219,231.639999389648
"NSC",265.269989013672,218.160003662109
"ECL",221.470001220703,191.729995727539
"WELL",79.620002746582,89.0999984741211
"ADSK",254.190002441406,218.429992675781
"CCI",181.649993896484,117.279998779297
"CTAS",422.190002441406,553.25
"PCAR",55.6133346557617,91.8199996948242
"AZO",1817.06994628906,2609.92993164062
"MCHP",83.4300003051758,83.4400024414062
"SRE",59.935001373291,72.870002746582
"AIG",52.5999984741211,65.8099975585938
"COF",140.529998779297,111.660003662109
"DXCM",140.647506713867,115.519996643066
"TFC",59.310001373291,32.1399993896484
"ROST",109.089996337891,130.380004882812
"GM",57.8699989318848,31.6000003814697
"CARR",54.1199989318848,51.9599990844727
"HLT",135.070007324219,167.520004272461
"IDXX",608.070007324219,465.820007324219
"NEM",54.9199981689453,40.189998626709
"EW",107.309997558594,67.7099990844727
"SPG",152.839996337891,124.889999389648
"AFL",54.1399993896484,82.7099990844727
"PSA",327.380004882812,258.760009765625
"F",19.1900005340576,10.2600002288818
"VLO",66.9400024414062,125.360000610352
"DHI",97.6999969482422,127.669998168945
"CPRT",36.2900009155273,50.2200012207031
"TEL",153.929992675781,131
"MSCI",629.450012207031,520.849975585938
"AEP",81.0500030517578,79.5500030517578
"TRV",146.949996948242,180.619995117188
"WMB",26.7900009155273,36.7900009155273
"MNST",41.8899993896484,55.1500015258789
"MET",58.6599998474121,63.6300010681152
"KMB",130.309997558594,123.730003356934
"CNC",71.4100036621094,73.6800003051758
"NUE",106.26000213623,169.970001220703
"IQV",259.130004882812,214.100006103516
"D",71.1999969482422,45.3400001525879
"PAYX",119.199996948242,121.970001220703
"DLR",167.740005493164,138.779998779297
"EXC",37.6105575561523,38.5099983215332
"ADM",62.2099990844727,73.7300033569336
"O",67.9199981689453,53.9599990844727
"GIS",61.7700004577637,63.6599998474121
"BK",54.7900009155273,48.3199996948242
"A",150.899993896484,127.800003051758
"LHX",209.080001831055,190.809997558594
"OKE",59.8400001525879,68.8499984741211
"STZ",225.330001831055,240.490005493164
"CHTR",646.280029296875,400.130004882812
"AMP",289.600006103516,353.510009765625
"SYY",70.0400009155273,72.1699981689453
"OXY",29.6499996185303,59.1500015258789
"PCG",11.8800001144409,17.1700000762939
"PRU",102.26000213623,97.7799987792969
"HES",74.5199966430664,140.559997558594
"ALL",108.720001220703,137.869995117188
"AME",136.5,155.229995727539
"CTSH",77.9800033569336,70.379997253418
"BIIB",235.740005493164,234.080001831055
"OTIS",80.4000015258789,85.7900009155273
"IT",312.25,434.839996337891
"DOW",54.9300003051758,51.75
"YUM",122.839996337891,125.550003051758
"LEN",105.050003051758,127.919998168945
"FAST",59.1699981689453,59.9700012207031
"GWW",481.410003662109,786.190002441406
"JCI",74.7600021362305,52.7999992370605
"URI",338.739990234375,476.019989013672
"FTNT",66.4219970703125,52.560001373291
"VRSK",224.869995117188,241.429992675781
"FIS",104.5,58.6399993896484
"EA",124.220001220703,138.009994506836
"CSGP",77.7600021362305,83.0400009155273
"ON",61.4300003051758,71.3300018310547
"XEL",63.7299995422363,60.8400001525879
"PPG",154.169998168945,141.990005493164
"ODFL",355.170013427734,389.059997558594
"RSG",132.259994506836,161.839996337891
"COR",115.75,203.369995117188
"CMI",209.75,224.160003662109
"KMI",15.460000038147,17.5699996948242
"GPN",119.040000915527,116.440002441406
"KDP",33.9900016784668,31.5699996948242
"ROK",336.200012207031,275.440002441406
"EL",332.070007324219,127.690002441406
"DD",73.9599990844727,71.5400009155273
"BKR",23.3400001525879,33.75
"ED",77.6399993896484,90.1100006103516
"CTVA",45,45.2000007629395
"PEG",62.4900016784668,62.4300003051758
"VICI",27.2000007629395,29.8899993896484
"HAL",21.5900001525879,37.0299987792969
"PWR",113.779998779297,188.309997558594
"EXR",200,130.169998168945
"MLM",403.510009765625,464.589996337891
"KHC",33.6100006103516,35.1100006103516
"IR",58.3400001525879,71.4300003051758
"VMC",191.639999389648,213.559997558594
"EFX",278.649993896484,217.710006713867
"CDW",189.360000610352,210.880004882812
"KR",41.5299987792969,44.2700004577637
"MPWR",553.460021972656,548.719970703125
"FICO",353.130004882812,1087.59997558594
"ACGL",40.3800010681152,83.6900024414062
"DG",221.300003051758,131.119995117188
"RCL",69.8199996948242,107.459999084473
"HSY",177.490005493164,187.919998168945
"DVN",42.060001373291,44.9700012207031
"CAH",46.2299995422363,107.080001831055
"WEC",86.9300003051758,83.620002746582
"DLTR",133.830001831055,123.589996337891
"KEYS",194.479995727539,135.889999389648
"EIX",65.2799987792969,66.9899978637695
"SBAC",343.799987792969,246.960006713867
"FANG",106.730003356934,154.410003662109
"CBRE",95.5699996948242,78.9599990844727
"WST",442.660003662109,350.760009765625
"DAL",36.2000007629395,36.9300003051758
"DFS",107.849998474121,93
"WBD",23.2700004577637,10.4499998092651
"AWK",168.570007324219,131.839996337891
"HPQ",35.2799987792969,29.3400001525879
"XYL",121.110000610352,105.129997253418
"MRNA",352.429992675781,77.6999969482422
"WTW",225.839996337891,246.300003051758
"ANSS",391.480010986328,293.359985351562
"AVB",238.869995117188,172.940002441406
"TTWO",165.880004882812,158.199996948242
"MTD",1514.13000488281,1091.93005371094
"RMD",254.850006103516,157.729995727539
"FTV",73.870002746582,68.9800033569336
"HIG",66.0999984741211,78.1600036621094
"ZBH",116.116508483887,116.309997558594
"ULTA",383.950012207031,425.989990234375
"STT",88.9700012207031,72.8199996948242
"TSCO",225.330001831055,203.009994506836
"LYB",87.129997253418,95.0999984741211
"WY",37.6100006103516,31.3500003814697
"DTE",108.339996337891,104.110000610352
"CHD",89.379997253418,96.629997253418
"APTV",160.350006103516,82.8399963378906
"MTB",146.610000610352,128.169998168945
"TROW",199.949996948242,100.129997253418
"BR",168.570007324219,193.820007324219
"GLW",37.0900001525879,28.4899997711182
"EBAY",67.4599990844727,41.0099983215332
"ETR",100.339996337891,101.410003662109
"MOH",285.179992675781,365.559997558594
"FITB",42.1500015258789,28.9500007629395
"ES",82.2699966430664,59.4099998474121
"NVR",5225.33984375,6155.39013671875
"WAB",88.7699966430664,116.559997558594
"PHM",50.0299987792969,88.4199981689453
"HPE",14.3500003814697,16.9099998474121
"HWM",28.1299991607666,52.5999984741211
"AEE",81.5899963378906,77.5899963378906
"EQR",85.3099975585938,56.8400001525879
"DOV",163.850006103516,141.160003662109
"STE",218.529998779297,200.940002441406
"RJF",98.2900009155273,105.150001525879
"PTC",109.580001831055,157.360000610352
"IFF",142.169998168945,75.379997253418
"INVH",40.439998626709,33.3600006103516
"PPL",27.8299999237061,26.1200008392334
"EXPE",161.089996337891,136.179992675781
"ILMN",365.329986572266,101.949996948242
"FE",37.6599998474121,36.939998626709
"TDY",415.290008544922,402.959991455078
"VRSN",239.910003662109,212.199996948242
"LH",245.128860473633,216.910003662109
"DRI",137.949996948242,156.470001220703
"IRM",45.439998626709,64.1500015258789
"ARE",200.070007324219,109.400001525879
"FLT",207.130004882812,240.5
"VTR",46.9199981689453,45.8400001525879
"GPC",127.73999786377,132.779998779297
"GRMN",133.539993286133,122.23999786377
"NDAQ",67.7433319091797,55.8400001525879
"CNP",25.9099998474121,28.2700004577637
"BAX",74.5699996948242,36.0800018310547
"TRGP",51.6300010681152,90.4499969482422
"NTAP",88.879997253418,91.3899993896484
"CBOE",128.940002441406,182.190002441406
"CTRA",20.0799999237061,26.25
"BALL",93.4499969482422,55.2900009155273
"WAT",328.070007324219,280.609985351562
"CCL",17.6200008392334,15.0600004196167
"EXPD",121.620002746582,120.339996337891
"CLX",162.850006103516,143.350006103516
"STLD",59.7999992370605,119.129997253418
"LVS",35.6199989318848,46.1199989318848
"BRO",64.4100036621094,74.7399978637695
"AKAM",112.699996948242,115.529998779297
"WBA",44.7999992370605,19.9400005340576
"HBAN",14.8400001525879,11.2600002288818
"COO",376.470001220703,336.920013427734
"FDS",468.570007324219,453.459991455078
"MKC",85.8199996948242,64.8300018310547
"CMS",58.8499984741211,56.7599983215332
"AXON",168.789993286133,229.869995117188
"SWKS",151.660003662109,96.9300003051758
"HOLX",74.7300033569336,71.3000030517578
"PFG",68.5800018310547,73.8300018310547
"ATO",90.3199996948242,113.809997558594
"LUV",44.4000015258789,25.5699996948242
"TYL",518.97998046875,408.839996337891
"NTRS",115.699996948242,79.25
"RF",22.75,16.6800003051758
"HUBB",195.699996948242,300
"EG",256.380004882812,410.549987792969
"CINF",113.900001525879,102.790000915527
"OMC",67.3099975585938,80.629997253418
"ALGN",611.530029296875,213.800003051758
"STX",102.669998168945,79.0999984741211
"ALB",266.489990234375,121.269996643066
"J",142.559997558594,127.180000305176
"WDC",57.8400001525879,48.310001373291
"JBHT",191.160003662109,185.270004272461
"EPAM",608.549987792969,258.190002441406
"AVY",205.070007324219,194.5
"BG",86.5699996948242,109.870002746582
"DGX",148.679992675781,137.229995727539
"IEX",224.589996337891,201.679992675781
"FSLR",103.599998474121,157.779998779297
"TXT",70.8000030517578,76.6600036621094
"MAA",206.25,124.480003356934
"SYF",44.7900009155273,32.3600006103516
"ESS",339.440002441406,213.460006713867
"LW",51.9199981689453,100.029998779297
"TER",152.869995117188,92.2300033569336
"SNA",205.910003662109,274.690002441406
"TSN",78.9599990844727,46.8400001525879
"LDOS",87.9100036621094,107.319999694824
"PKG",130.589996337891,168.009994506836
"MAS",65.9000015258789,60.5499992370605
"CFG",47.2700004577637,27.2700004577637
"SWK",174.759994506836,90.9000015258789
"WRB",51.093334197998,72.5500030517578
"CF",60.5900001525879,75.1500015258789
"ENPH",250,101.019996643066
"K",57.4460105895996,52.5400009155273
"MRO",15.4899997711182,25.4300003051758
"CAG",30.5499992370605,28.2900009155273
"CE",151.360000610352,138.660003662109
"AMCR",11.3199996948242,9.47999954223633
"PODD",288.440002441406,189.089996337891
"POOL",554.119995117188,347.320007324219
"DPZ",524.140014648438,392.890014648438
"BBY",106.860000610352,70.9400024414062
"UAL",42.2599983215332,39.4000015258789
"EQT",19.4300003051758,39.9599990844727
"LNT",54.7900009155273,50.5699996948242
"HST",15.6999998092651,17.4699993133545
"KIM",22.4200000762939,19.3199996948242
"KEY",22.4400005340576,12.3900003433228
"L",53.4599990844727,70.2900009155273
"SJM",126.470001220703,109.730003356934
"NDSN",254.190002441406,235.339996337891
"AES",23.3799991607666,17.2099990844727
"IP",45.5200004577637,36.939998626709
"GEN",24.8500003814697,22.0799999237061
"ZBRA",588.780029296875,236.979995727539
"LYV",106.650001525879,84.2200012207031
"LKQ",55.9000015258789,44.5299987792969
"MGM",39.5800018310547,39.439998626709
"EVRG",63.2999992370605,51.0400009155273
"JKHY",151.630004882812,158.690002441406
"RVTY",182.160003662109,88.9000015258789
"TRMB",85.870002746582,46.4000015258789
"ROL",33.2799987792969,40.7400016784668
"VTRS",12.3100004196167,9.18000030517578
"IPG",33.189998626709,30.7399997711182
"MOS",34.2200012207031,35.8899993896484
"INCY",67.7200012207031,54.3400001525879
"TAP",44.439998626709,61.5400009155273
"TECH",118.007499694824,62.9000015258789
"TFX",297.420013427734,225.690002441406
"UDR",56.7299995422363,33.4000015258789
"PNR",73.6900024414062,64.5400009155273
"KMX",141.25,63.939998626709
"NRG",36.0200004577637,47.8400001525879
"CRL",365.869995117188,197.080001831055
"REG",69.3399963378906,62.7799987792969
"NI",24.5100002288818,25.6399993896484
"GL",86.5400009155273,123.129997253418
"APA",25.7700004577637,36
"CDAY",109.400001525879,68.9000015258789
"QRVO",146.229995727539,96.5
"WRK",43.3899993896484,41.1699981689453
"PEAK",32.8600006103516,17.3199996948242
"CPT",165.210006713867,90.2600021362305
"ETSY",274.579986572266,75.8099975585938
"EMN",104.290000915527,83.8300018310547
"FFIV",227.580001831055,171.190002441406
"BF-B",70.3600006103516,58.7400016784668
"HII",177.509994506836,237.020004272461
"MKTX",352.690002441406,240.119995117188
"CZR",90.0699996948242,44.7200012207031
"AOS",79.0500030517578,75.3600006103516
"CHRW",95.0899963378906,82.0500030517578
"ALLE",123.639999389648,106.089996337891
"HSIC",71.0599975585938,66.7300033569336
"PAYC",437.480010986328,181.660003662109
"BXP",107.839996337891,56.9300003051758
"HRL",41.4000015258789,30.5900001525879
"JNPR",31.1299991607666,28.4500007629395
"MTCH",129.990005493164,32.3800010681152
"UHS",118.730003356934,137.479995727539
"AAL",17.6900005340576,12.4300003051758
"BBWI",75.129997253418,32.6199989318848
"RHI",111.169998168945,81.9800033569336
"AIZ",152.100006103516,168.020004272461
"CPB",40.3300018310547,40.1800003051758
"PNW",65.0500030517578,74.9400024414062
"NWSA",21.6200008392334,22.0400009155273
"WYNN",81.0100021362305,84.4199981689453
"TPR",40.1199989318848,31.6700000762939
"NCLH",19.5100002288818,15.2700004577637
"BEN",32.4000015258789,24.7999992370605
"BWA",38.0985908508301,33.689998626709
"GNRC",421.239990234375,117.069999694824
"FRT",122.669998168945,95.5899963378906
"PARA",30.9500007629395,14.3699998855591
"FOXA",35.7099990844727,29.5400009155273
"IVZ",22.3299999237061,14.2700004577637
"FMC",100.190002441406,53.6599998474121
"CTLT",128.660003662109,38.8499984741211
"XRAY",48.7400016784668,31.75
"CMA",82.5299987792969,45.2200012207031
"BIO",753.200012207031,304.920013427734
"HAS",96.9100036621094,46.4099998474121
"WHR",217.740005493164,108.900001525879
"VFC",71.7300033569336,16.7299995422363
"ZION",63.0800018310547,35.6300010681152
"DVA",94.5,101.459999084473
"RL",116.040000915527,129.380004882812
"SEE",62.1199989318848,33.3800010681152
"MHK",167.869995117188,88.3099975585938
"ALK",48.5699996948242,37.810001373291
"SEDG",327.760009765625,79.379997253418
"FOX",33.5999984741211,27.6599998474121
"NWS",21.5499992370605,23.0400009155273
