Date,Close
2022/3/2,"4,386.54"
2022/3/1,"4,306.26"
2022/2/28,"4,373.94"
2022/2/25,"4,384.65"
2022/2/24,"4,288.70"
2022/2/23,"4,225.50"
2022/2/22,"4,304.76"
2022/2/18,"4,348.87"
2022/2/17,"4,380.26"
2022/2/16,"4,475.01"
2022/2/15,"4,471.07"
2022/2/14,"4,401.67"
2022/2/11,"4,418.64"
2022/2/10,"4,504.08"
2022/2/9,"4,587.18"
2022/2/8,"4,521.54"
2022/2/7,"4,483.87"
2022/2/4,"4,500.53"
2022/2/3,"4,477.44"
2022/2/2,"4,589.38"
2022/2/1,"4,546.54"
2022/1/31,"4,515.55"
2022/1/28,"4,431.85"
2022/1/27,"4,326.51"
2022/1/26,"4,349.93"
2022/1/25,"4,356.45"
2022/1/24,"4,410.13"
2022/1/21,"4,397.94"
2022/1/20,"4,482.73"
2022/1/19,"4,532.76"
2022/1/18,"4,577.11"
2022/1/14,"4,662.85"
2022/1/13,"4,659.03"
2022/1/12,"4,726.35"
2022/1/11,"4,713.07"
2022/1/10,"4,670.29"
2022/1/7,"4,677.03"
2022/1/6,"4,696.05"
2022/1/5,"4,700.58"
2022/1/4,"4,793.54"
2022/1/3,"4,796.56"
2021/12/31,"4,766.18"
2021/12/30,"4,778.73"
2021/12/29,"4,793.06"
2021/12/28,"4,786.35"
2021/12/27,"4,791.19"
2021/12/23,"4,725.79"
2021/12/22,"4,696.56"
2021/12/21,"4,649.23"
2021/12/20,"4,568.02"
2021/12/17,"4,620.64"
2021/12/16,"4,668.67"
2021/12/15,"4,709.85"
2021/12/14,"4,634.09"
2021/12/13,"4,668.97"
2021/12/10,"4,712.02"
2021/12/9,"4,667.45"
2021/12/8,"4,701.21"
2021/12/7,"4,686.75"
2021/12/6,"4,591.67"
2021/12/3,"4,538.43"
2021/12/2,"4,577.10"
2021/12/1,"4,513.04"
2021/11/30,"4,567.00"
2021/11/29,"4,655.27"
2021/11/26,"4,594.62"
2021/11/24,"4,701.46"
2021/11/23,"4,690.70"
2021/11/22,"4,682.94"
2021/11/19,"4,697.96"
2021/11/18,"4,704.54"
2021/11/17,"4,688.67"
2021/11/16,"4,700.90"
2021/11/15,"4,682.80"
2021/11/12,"4,682.85"
2021/11/11,"4,649.27"
2021/11/10,"4,646.71"
2021/11/9,"4,685.25"
2021/11/8,"4,701.70"
2021/11/5,"4,697.53"
2021/11/4,"4,680.06"
2021/11/3,"4,660.57"
2021/11/2,"4,630.65"
2021/11/1,"4,613.67"
2021/10/29,"4,605.38"
2021/10/28,"4,596.42"
2021/10/27,"4,551.68"
2021/10/26,"4,574.79"
2021/10/25,"4,566.48"
2021/10/22,"4,544.90"
2021/10/21,"4,549.78"
2021/10/20,"4,536.19"
2021/10/19,"4,519.63"
2021/10/18,"4,486.46"
2021/10/15,"4,471.37"
2021/10/14,"4,438.26"
2021/10/13,"4,363.80"
2021/10/12,"4,350.65"
2021/10/11,"4,361.19"
2021/10/8,"4,391.34"
2021/10/7,"4,399.76"
2021/10/6,"4,363.55"
2021/10/5,"4,345.72"
2021/10/4,"4,300.46"
2021/10/1,"4,357.04"
2021/9/30,"4,307.54"
2021/9/29,"4,359.46"
2021/9/28,"4,352.63"
2021/9/27,"4,443.11"
2021/9/24,"4,455.48"
2021/9/23,"4,448.98"
2021/9/22,"4,395.64"
2021/9/21,"4,354.19"
2021/9/20,"4,357.73"
2021/9/17,"4,432.99"
2021/9/16,"4,473.75"
2021/9/15,"4,480.70"
2021/9/14,"4,443.05"
2021/9/13,"4,468.73"
2021/9/10,"4,458.58"
2021/9/9,"4,493.28"
2021/9/8,"4,514.07"
2021/9/7,"4,520.03"
2021/9/3,"4,535.43"
2021/9/2,"4,536.95"
2021/9/1,"4,524.09"
2021/8/31,"4,522.68"
2021/8/30,"4,528.79"
2021/8/27,"4,509.37"
2021/8/26,"4,470.00"
2021/8/25,"4,496.19"
2021/8/24,"4,486.23"
2021/8/23,"4,479.53"
2021/8/20,"4,441.67"
2021/8/19,"4,405.80"
2021/8/18,"4,400.27"
2021/8/17,"4,448.08"
2021/8/16,"4,479.71"
2021/8/13,"4,468.00"
2021/8/12,"4,460.83"
2021/8/11,"4,442.41"
2021/8/10,"4,436.75"
2021/8/9,"4,432.35"
2021/8/6,"4,436.52"
2021/8/5,"4,429.10"
2021/8/4,"4,402.66"
2021/8/3,"4,423.15"
2021/8/2,"4,387.16"
2021/7/30,"4,395.26"
2021/7/29,"4,419.15"
2021/7/28,"4,400.64"
2021/7/27,"4,401.46"
2021/7/26,"4,422.30"
2021/7/23,"4,411.79"
2021/7/22,"4,367.48"
2021/7/21,"4,358.69"
2021/7/20,"4,323.06"
